price,timestamp
978005,2014-06-29
984572,2014-06-30
978228,2014-07-01
984221,2014-07-02
974737,2014-07-03
969110,2014-07-05
967960,2014-07-06
973270,2014-07-07
975350,2014-07-08
984580,2014-07-09
984580,2014-07-10
986660,2014-07-12
974190,2014-07-13
970040,2014-07-14
970730,2014-07-15
972350,2014-07-16
972052,2014-07-17
971650,2014-07-20
970730,2014-07-21
971420,2014-07-22
970500,2014-07-23
972300,2014-07-24
974880,2014-07-26
972580,2014-07-27
972580,2014-07-28
971288,2014-07-31
973270,2014-08-02
973960,2014-08-03
970270,2014-08-04
975580,2014-08-05
973730,2014-08-06
973773,2014-08-07
977880,2014-08-09
975580,2014-08-10
976730,2014-08-11
976730,2014-08-12
976730,2014-08-13
971339,2014-08-14
968660,2014-08-16
967510,2014-08-17
968660,2014-08-18
964050,2014-08-19
957130,2014-08-20
958797,2014-08-21
964050,2014-08-23
964050,2014-08-24
967510,2014-08-25
966350,2014-08-26
969810,2014-08-27
971559,2014-08-28
972120,2014-08-30
970970,2014-08-31
968660,2014-09-01
968660,2014-09-02
969810,2014-09-03
968576,2014-09-04
966350,2014-09-06
966350,2014-09-07
964050,2014-09-08
962890,2014-09-09
960590,2014-09-10
958907,2014-09-11
946750,2014-09-13
952510,2014-09-14
954820,2014-09-15
952216,2014-09-16
951360,2014-09-17
943588,2014-09-18
938680,2014-09-20
937520,2014-09-21
946750,2014-09-22
947900,2014-09-23
943290,2014-09-24
949959,2014-09-25
964050,2014-09-27
960590,2014-09-28
955970,2014-09-29
955970,2014-09-30
955784,2014-10-01
954786,2014-10-02
950180,2014-10-04
955970,2014-10-06
958280,2014-10-07
967510,2014-10-08
966549,2014-10-09
962890,2014-10-11
962890,2014-10-12
964050,2014-10-14
964050,2014-10-15
962241,2014-10-16
962890,2014-10-18
959430,2014-10-19
960590,2014-10-20
959430,2014-10-21
957130,2014-10-22
956716,2014-10-23
951360,2014-10-25
951360,2014-10-26
951360,2014-10-27
951360,2014-10-28
945600,2014-10-29
